,col1
7329,19548
7330,19549
7331,19570
7332,19573
7333,19574
7334,19575
7335,19576
7336,19578
7337,19580
7338,19581
7339,19592
7340,19594
7341,19595
7342,19596
7343,19601
7344,19604
7345,19605
7346,19610
7347,19617
7348,19622
7349,19625
7350,19629
7351,19633
7352,19634
7353,19641
7354,19643
7355,19647
7356,19653
7357,19661
7358,19668
7359,19669
7360,19670
7361,19672
7362,19677
7363,19687
7364,19690
7365,19691
7366,19700
7367,19705
7368,19711
7369,19713
7370,19715
7371,19716
7372,19727
7373,19731
7374,19736
7375,19739
7376,19743
7377,19748
7378,19749
7379,19754
7380,19755
7381,19757
7382,19760
7383,19762
7384,19766
7385,19767
7386,19769
7387,19775
7388,19776
7389,19782
7390,19786
7391,19790
7392,19791
7393,19795
7394,19798
7395,19801
7396,19807
7397,19812
7398,19819
7399,19843
7400,19847
7401,19853
7402,19855
7403,19856
7404,19859
7405,19862
7406,19863
7407,19868
7408,19870
7409,19871
7410,19874
7411,19880
7412,19882
7413,19883
7414,19888
7415,19890
7416,19893
7417,19898
7418,19899
7419,19900
7420,19905
7421,19914
7422,19917
7423,19919
7424,19920
7425,19923
7426,19927
7427,19936
7428,19941
7429,19942
7430,19945
7431,19952
7432,19960
7433,19962
7434,19963
7435,19965
7436,19967
7437,19968
7438,19970
7439,19971
7440,19973
7441,19975
7442,19979
7443,19980
7444,19982
7445,19987
7446,19989
7447,19999
7448,20005
7449,20010
7450,20013
7451,20021
7452,20026
7453,20030
7454,20033
7455,20035
7456,20042
7457,20046
7458,20047
7459,20050
7460,20053
7461,20055
7462,20056
7463,20061
7464,20064
7465,20068
7466,20069
7467,20070
7468,20071
7469,20072
7470,20073
7471,20075
7472,20078
7473,20080
7474,20082
7475,20093
7476,20097
7477,20098
7478,20099
7479,20101
7480,20106
7481,20107
7482,20110
7483,20120
7484,20123
7485,20125
7486,20128
7487,20131
7488,20137
7489,20158
7490,20159
7491,20162
7492,20168
7493,20172
7494,20173
7495,20181
7496,20184
7497,20187
7498,20192
7499,20196
7500,20204
7501,20226
7502,20228
7503,20233
7504,20236
7505,20240
7506,20241
7507,20246
7508,20251
7509,20254
7510,20257
7511,20259
7512,20264
7513,20269
7514,20270
7515,20273
7516,20274
7517,20278
7518,20279
7519,20280
7520,20284
7521,20287
7522,20289
7523,20298
7524,20299
7525,20304
7526,20320
7527,20321
7528,20327
7529,20330
7530,20337
7531,20338
7532,20340
7533,20342
7534,20345
7535,20361
7536,20362
7537,20363
7538,20367
7539,20374
7540,20378
7541,20381
7542,20382
7543,20389
7544,20391
7545,20393
7546,20396
7547,20399
7548,20400
7549,20403
7550,20408
7551,20409
7552,20410
7553,20413
7554,20414
7555,20415
7556,20418
7557,20422
7558,20425
7559,20427
7560,20433
7561,20438
7562,20442
7563,20446
7564,20449
7565,20452
7566,20455
7567,20462
7568,20469
7569,20472
7570,20473
7571,20478
7572,20479
7573,20480
7574,20483
7575,20484
7576,20486
7577,20488
7578,20490
7579,20493
7580,20495
7581,20499
7582,20505
7583,20511
7584,20512
7585,20516
7586,20520
7587,20524
7588,20526
7589,20529
7590,20531
7591,20532
7592,20538
7593,20545
7594,20548
7595,20553
7596,20559
7597,20562
7598,20570
7599,20571
7600,20575
7601,20583
7602,20591
7603,20595
7604,20597
7605,20599
7606,20601
7607,20605
7608,20614
7609,20615
7610,20619
7611,20623
7612,20625
7613,20631
7614,20635
7615,20645
7616,20648
7617,20658
7618,20666
7619,20667
7620,20673
7621,20677
7622,20680
7623,20682
7624,20685
7625,20686
7626,20690
7627,20691
7628,20692
7629,20693
7630,20694
7631,20701
7632,20702
7633,20703
7634,20708
7635,20711
7636,20714
7637,20717
7638,20718
7639,20720
7640,20721
7641,20727
7642,20728
7643,20732
7644,20741
7645,20751
7646,20752
7647,20758
7648,20760
7649,20761
7650,20765
7651,20769
7652,20773
7653,20774
7654,20776
7655,20784
7656,20785
7657,20792
7658,20794
7659,20797
7660,20799
7661,20803
7662,20804
7663,20813
7664,20817
7665,20824
7666,20835
7667,20840
7668,20842
7669,20846
7670,20847
7671,20853
7672,20856
7673,20864
7674,20874
7675,20876
7676,20880
7677,20882
7678,20887
7679,20888
7680,20892
7681,20894
7682,20898
7683,20912
7684,20917
7685,20920
7686,20931
7687,20932
7688,20937
7689,20944
7690,20953
7691,20957
7692,20960
7693,20963
7694,20964
7695,20977
7696,20978
7697,20986
7698,20990
7699,20994
7700,20998
7701,20999
7702,21003
7703,21010
7704,21011
7705,21014
7706,21015
7707,21017
7708,21019
7709,21021
7710,21022
7711,21024
7712,21029
7713,21031
7714,21032
7715,21036
7716,21037
7717,21045
7718,21048
7719,21052
7720,21053
7721,21056
7722,21066
7723,21071
7724,21072
7725,21074
7726,21078
7727,21079
7728,21081
7729,21084
7730,21088
7731,21089
7732,21095
7733,21096
7734,21098
7735,21104
7736,21106
7737,21108
7738,21109
7739,21110
7740,21118
7741,21119
7742,21126
7743,21136
7744,21138
7745,21141
7746,21143
7747,21145
7748,21150
7749,21153
7750,21156
7751,21157
7752,21158
7753,21162
7754,21168
7755,21172
7756,21174
7757,21175
7758,21187
7759,21188
7760,21189
7761,21191
7762,21195
7763,21197
7764,21199
7765,21202
7766,21204
7767,21206
7768,21207
7769,21208
7770,21217
7771,21223
7772,21224
7773,21227
7774,21236
7775,21237
7776,21245
7777,21253
7778,21255
7779,21269
7780,21273
7781,21280
7782,21284
7783,21290
7784,21293
7785,21296
7786,21300
7787,21303
7788,21309
7789,21311
7790,21314
7791,21315
7792,21316
7793,21325
7794,21329
7795,21330
7796,21331
7797,21335
7798,21336
7799,21338
7800,21340
7801,21341
7802,21342
7803,21350
7804,21355
7805,21356
7806,21357
7807,21360
7808,21364
7809,21373
7810,21376
7811,21381
7812,21384
7813,21385
7814,21387
7815,21400
7816,21401
7817,21403
7818,21405
7819,21409
7820,21410
7821,21411
7822,21413
7823,21414
7824,21419
7825,21420
7826,21421
7827,21422
7828,21427
7829,21432
7830,21433
7831,21435
7832,21441
7833,21442
7834,21444
7835,21448
7836,21449
7837,21450
7838,21451
7839,21453
7840,21456
7841,21459
7842,21468
7843,21473
7844,21475
7845,21478
7846,21479
7847,21480
7848,21482
7849,21491
7850,21494
7851,21497
7852,21507
7853,21511
7854,21515
7855,21517
7856,21519
7857,21521
7858,21523
7859,21524
7860,21526
7861,21531
7862,21536
7863,21542
7864,21543
7865,21544
7866,21545
7867,21546
7868,21549
7869,21551
7870,21553
7871,21555
7872,21558
7873,21559
7874,21561
7875,21567
7876,21581
7877,21583
7878,21584
7879,21592
7880,21593
7881,21595
7882,21605
7883,21606
7884,21613
7885,21614
7886,21619
7887,21622
7888,21630
7889,21632
7890,21633
7891,21649
7892,21652
7893,21660
7894,21661
7895,21662
7896,21663
7897,21668
7898,21673
7899,21679
7900,21683
7901,21687
7902,21688
7903,21690
7904,21691
7905,21695
7906,21697
7907,21699
7908,21705
7909,21708
7910,21709
7911,21710
7912,21715
7913,21719
7914,21721
7915,21724
7916,21727
7917,21728
7918,21730
7919,21732
7920,21737
7921,21743
7922,21744
7923,21746
7924,21747
7925,21751
7926,21760
7927,21762
7928,21763
7929,21766
7930,21767
7931,21768
7932,21769
7933,21770
7934,21771
7935,21772
7936,21774
7937,21777
7938,21785
7939,21787
7940,21793
7941,21796
7942,21798
7943,21802
7944,21803
7945,21805
7946,21812
7947,21816
7948,21818
7949,21822
7950,21826
7951,21827
7952,21838
7953,21842
7954,21843
7955,21846
7956,21848
7957,21853
7958,21855
7959,21856
7960,21860
7961,21865
7962,21866
7963,21869
7964,21870
7965,21872
7966,21880
7967,21883
7968,21889
7969,21890
7970,21891
7971,21892
7972,21893
7973,21898
7974,21903
7975,21904
7976,21910
7977,21914
7978,21919
7979,21924
7980,21925
7981,21926
7982,21929
7983,21930
7984,21934
7985,21935
7986,21940
7987,21942
7988,21948
7989,21949
7990,21951
7991,21952
7992,21959
7993,21965
7994,21974
7995,21976
7996,21977
7997,21979
7998,21981
7999,21984
8000,21987
8001,21993
8002,21997
8003,22009
8004,22012
8005,22014
8006,22024
8007,22026
8008,22029
8009,22030
8010,22031
8011,22032
8012,22038
8013,22039
8014,22044
8015,22050
8016,22057
8017,22059
8018,22069
8019,22072
8020,22073
8021,22078
8022,22082
8023,22083
8024,22087
8025,22088
8026,22094
8027,22095
8028,22099
8029,22102
8030,22103
8031,22107
8032,22109
8033,22118
8034,22121
8035,22124
8036,22129
8037,22132
8038,22134
8039,22140
8040,22143
8041,22148
8042,22150
8043,22151
8044,22154
8045,22158
8046,22161
8047,22167
8048,22170
8049,22178
8050,22180
8051,22181
8052,22190
8053,22191
8054,22194
8055,22195
8056,22197
8057,22198
8058,22201
8059,22206
8060,22216
8061,22219
8062,22223
8063,22228
8064,22231
8065,22239
8066,22242
8067,22255
8068,22266
8069,22268
8070,22270
8071,22272
8072,22274
8073,22279
8074,22283
8075,22284
8076,22285
8077,22287
8078,22292
8079,22293
8080,22298
8081,22299
8082,22302
8083,22305
8084,22317
8085,22320
8086,22322
8087,22323
8088,22330
8089,22331
8090,22335
8091,22341
8092,22344
8093,22345
8094,22346
8095,22347
8096,22348
8097,22349
8098,22350
8099,22351
8100,22354
8101,22355
8102,22361
8103,22369
8104,22373
8105,22381
8106,22385
8107,22390
8108,22394
8109,22396
8110,22398
8111,22399
8112,22408
8113,22409
8114,22410
8115,22411
8116,22412
8117,22424
8118,22432
8119,22433
8120,22438
8121,22439
8122,22441
8123,22443
8124,22445
8125,22448
8126,22450
8127,22451
8128,22452
8129,22453
8130,22457
8131,22459
8132,22465
8133,22468
8134,22485
8135,22487
8136,22489
8137,22492
8138,22500
8139,22501
8140,22505
8141,22508
8142,22512
8143,22513
8144,22518
8145,22519
8146,22521
8147,22523
8148,22524
8149,22527
8150,22528
8151,22537
8152,22540
8153,22542
